train_loss,epoch,step,val_loss
0.0415644571185112,0,49,
0.0244627483189106,0,99,
0.016557039692997932,0,149,
0.014592437073588371,0,199,
0.013445048592984676,0,249,
0.011510128155350685,0,299,
0.011961550451815128,0,349,
0.01155062299221754,0,399,
0.010015543550252914,0,449,
0.009893609210848808,0,499,
0.010490640997886658,0,549,
0.00924633163958788,0,599,
0.009682036004960537,0,649,
0.00963964220136404,0,699,
,0,703,0.009332290850579739
0.008745802566409111,1,749,
0.009292686358094215,1,799,
0.009380217641592026,1,849,
0.008276810869574547,1,899,
0.008418827317655087,1,949,
0.009442463517189026,1,999,
0.008807376958429813,1,1049,
0.008235141634941101,1,1099,
0.008044203743338585,1,1149,
0.008835818618535995,1,1199,
0.00803939439356327,1,1249,
0.007615393493324518,1,1299,
0.008465655148029327,1,1349,
0.007936825975775719,1,1399,
,1,1407,0.008118371479213238
0.007587308995425701,2,1449,
0.008146046660840511,2,1499,
0.008583525195717812,2,1549,
0.007899375632405281,2,1599,
0.0076509141363203526,2,1649,
0.007968911901116371,2,1699,
0.007693191058933735,2,1749,
0.007076624780893326,2,1799,
0.008021937683224678,2,1849,
0.008030980825424194,2,1899,
0.0078001669608056545,2,1949,
0.008036257699131966,2,1999,
0.007389873266220093,2,2049,
0.007281043101102114,2,2099,
,2,2111,0.007595607079565525
0.0075872717425227165,3,2149,
0.00782860442996025,3,2199,
0.0075009954161942005,3,2249,
0.00771958427503705,3,2299,
0.007678396534174681,3,2349,
0.007552935741841793,3,2399,
0.007057845592498779,3,2449,
0.007765390910208225,3,2499,
0.007173014339059591,3,2549,
0.0072986530140042305,3,2599,
0.0072128670290112495,3,2649,
0.0070519521832466125,3,2699,
0.007430683821439743,3,2749,
0.007643057964742184,3,2799,
,3,2815,0.0073746019043028355
0.006967463530600071,4,2849,
0.007569508161395788,4,2899,
0.0073995403945446014,4,2949,
0.0070435889065265656,4,2999,
0.007543634623289108,4,3049,
0.007977217435836792,4,3099,
0.007119395304471254,4,3149,
0.007426212076097727,4,3199,
0.007748443633317947,4,3249,
0.00693743210285902,4,3299,
0.007208434399217367,4,3349,
0.0070947264321148396,4,3399,
0.006828551646322012,4,3449,
0.007547632325440645,4,3499,
,4,3519,0.0072588869370520115
