train_loss,epoch,step,val_loss
0.07032884657382965,0,49,
0.06341952830553055,0,99,
0.051490627229213715,0,149,
0.0459294356405735,0,199,
0.04160447046160698,0,249,
0.04001333564519882,0,299,
0.036807287484407425,0,349,
0.03613586351275444,0,399,
0.030367178842425346,0,449,
0.030132152140140533,0,499,
0.029293851926922798,0,549,
0.02398814633488655,0,599,
0.026974283158779144,0,649,
0.024021616205573082,0,699,
,0,703,0.02476038597524166
0.02273309975862503,1,749,
0.021183978766202927,1,799,
0.02451501600444317,1,849,
0.020749572664499283,1,899,
0.01919221505522728,1,949,
0.021602768450975418,1,999,
0.021219270303845406,1,1049,
0.017375556752085686,1,1099,
0.015870556235313416,1,1149,
0.017567219212651253,1,1199,
0.01636308804154396,1,1249,
0.017335157841444016,1,1299,
0.014667127281427383,1,1349,
0.01503762137144804,1,1399,
,1,1407,0.015066307038068771
0.014958900399506092,2,1449,
0.01452193409204483,2,1499,
0.015138087794184685,2,1549,
0.013513147830963135,2,1599,
0.012769393622875214,2,1649,
0.012943245470523834,2,1699,
0.012818562798202038,2,1749,
0.011183462105691433,2,1799,
0.014355231076478958,2,1849,
0.012007281184196472,2,1899,
0.010545353405177593,2,1949,
0.01042783260345459,2,1999,
0.012899644672870636,2,2049,
0.011730855330824852,2,2099,
,2,2111,0.011311819776892662
0.010535338893532753,3,2149,
0.011841990053653717,3,2199,
0.010899927467107773,3,2249,
0.011024253442883492,3,2299,
0.010292768478393555,3,2349,
0.010204908438026905,3,2399,
0.010577787645161152,3,2449,
0.010663781315088272,3,2499,
0.010428090579807758,3,2549,
0.00926407240331173,3,2599,
0.009741590358316898,3,2649,
0.009641174226999283,3,2699,
0.009371044114232063,3,2749,
0.010775732807815075,3,2799,
,3,2815,0.009852716699242592
0.008297287859022617,4,2849,
0.009806938469409943,4,2899,
0.010278582572937012,4,2949,
0.009145321324467659,4,2999,
0.0098798843100667,4,3049,
0.009876728057861328,4,3099,
0.009360024705529213,4,3149,
0.009789498522877693,4,3199,
0.00845660176128149,4,3249,
0.010135027579963207,4,3299,
0.008873818442225456,4,3349,
0.009510932490229607,4,3399,
0.010632655583322048,4,3449,
0.008321555331349373,4,3499,
,4,3519,0.009162884205579758
0.008721400983631611,5,3549,
0.009491920471191406,5,3599,
0.009770865552127361,5,3649,
0.008622877299785614,5,3699,
0.009152986109256744,5,3749,
0.007806455250829458,5,3799,
0.008707927539944649,5,3849,
0.008862175047397614,5,3899,
0.008723897859454155,5,3949,
0.007784520275890827,5,3999,
0.00912605132907629,5,4049,
0.009365268982946873,5,4099,
0.009348886087536812,5,4149,
0.007989766076207161,5,4199,
,5,4223,0.008906029164791107
0.008884956128895283,6,4249,
0.008060802705585957,6,4299,
0.008979265578091145,6,4349,
0.009402650408446789,6,4399,
0.00849192589521408,6,4449,
0.008086937479674816,6,4499,
0.008097132667899132,6,4549,
0.007883398793637753,6,4599,
0.008636226877570152,6,4649,
0.009456543251872063,6,4699,
0.008808529935777187,6,4749,
0.008738570846617222,6,4799,
0.007876906543970108,6,4849,
0.010218176990747452,6,4899,
,6,4927,0.008603854104876518
0.007321600336581469,7,4949,
0.008114708587527275,7,4999,
0.008416271768510342,7,5049,
0.00884054135531187,7,5099,
0.008840855211019516,7,5149,
0.007257381919771433,7,5199,
0.009072903543710709,7,5249,
0.008250800892710686,7,5299,
0.008922621607780457,7,5349,
0.009019485674798489,7,5399,
0.009009470231831074,7,5449,
0.00946806650608778,7,5499,
0.007478795479983091,7,5549,
0.007869948633015156,7,5599,
,7,5631,0.008460612036287785
0.0084983604028821,8,5649,
0.007772884797304869,8,5699,
0.007855796255171299,8,5749,
0.008018613792955875,8,5799,
0.008452070876955986,8,5849,
0.008862494491040707,8,5899,
0.008656233549118042,8,5949,
0.007561428472399712,8,5999,
0.008211031556129456,8,6049,
0.009092194959521294,8,6099,
0.008060112595558167,8,6149,
0.007004647050052881,8,6199,
0.0082481624558568,8,6249,
0.007777016144245863,8,6299,
,8,6335,0.008366389200091362
0.008111907169222832,9,6349,
0.008390526287257671,9,6399,
0.007328429259359837,9,6449,
0.007512429263442755,9,6499,
0.008322959765791893,9,6549,
0.008269382640719414,9,6599,
0.007392138708382845,9,6649,
0.007752422709017992,9,6699,
0.008254381828010082,9,6749,
0.008845396339893341,9,6799,
0.008774022571742535,9,6849,
0.008516674861311913,9,6899,
0.0090409554541111,9,6949,
0.008519048802554607,9,6999,
,9,7039,0.008281053975224495
