train_loss,epoch,step,val_loss
0.04808543622493744,0,49,
0.031525611877441406,0,99,
0.024003295227885246,0,149,
0.02200249768793583,0,199,
0.020478317514061928,0,249,
0.018864061683416367,0,299,
0.0170600526034832,0,349,
0.016138825565576553,0,399,
0.01671338826417923,0,449,
0.016181081533432007,0,499,
0.014801890589296818,0,549,
0.015537796542048454,0,599,
0.015387826599180698,0,649,
0.01513452548533678,0,699,
,0,703,0.014890998601913452
0.014697335660457611,1,749,
0.01501458790153265,1,799,
0.014513332396745682,1,849,
0.013730025850236416,1,899,
0.01353237684816122,1,949,
0.014043227769434452,1,999,
0.013971754349768162,1,1049,
0.014246919192373753,1,1099,
0.015057574957609177,1,1149,
0.013877585530281067,1,1199,
0.014015096239745617,1,1249,
0.013955923728644848,1,1299,
0.014126538299024105,1,1349,
0.012934538535773754,1,1399,
,1,1407,0.01348756905645132
0.013559113256633282,2,1449,
0.014054185710847378,2,1499,
0.013112538494169712,2,1549,
0.013702694326639175,2,1599,
0.012600394897162914,2,1649,
0.013667862862348557,2,1699,
0.012837673537433147,2,1749,
0.013070418499410152,2,1799,
0.013432452455163002,2,1849,
0.013118265196681023,2,1899,
0.013414029963314533,2,1949,
0.013256634585559368,2,1999,
0.013250150717794895,2,2049,
0.013243949972093105,2,2099,
,2,2111,0.012960431165993214
0.013723860494792461,3,2149,
0.013644362799823284,3,2199,
0.012783324345946312,3,2249,
0.012694724835455418,3,2299,
0.013782786205410957,3,2349,
0.011973061598837376,3,2399,
0.012835080735385418,3,2449,
0.013399156741797924,3,2499,
0.012421299703419209,3,2549,
0.012674403376877308,3,2599,
0.012176387012004852,3,2649,
0.012660583481192589,3,2699,
0.01216837391257286,3,2749,
0.012323004193603992,3,2799,
,3,2815,0.012758064083755016
0.012697374448180199,4,2849,
0.012885930016636848,4,2899,
0.012622310779988766,4,2949,
0.013001181185245514,4,2999,
0.012191176414489746,4,3049,
0.011820194311439991,4,3099,
0.013285774737596512,4,3149,
0.013193750753998756,4,3199,
0.012059483677148819,4,3249,
0.01248276885598898,4,3299,
0.013066492043435574,4,3349,
0.012112407945096493,4,3399,
0.012266337871551514,4,3449,
0.012466994114220142,4,3499,
,4,3519,0.012611775659024715
