train_loss,epoch,step,val_loss
0.05330149829387665,0,49,
0.04043715074658394,0,99,
0.0355822928249836,0,149,
0.029947074130177498,0,199,
0.02544991299510002,0,249,
0.02225937694311142,0,299,
0.01953151263296604,0,349,
0.020372731611132622,0,399,
0.018470488488674164,0,449,
0.016133692115545273,0,499,
0.01644980162382126,0,549,
0.014178003184497356,0,599,
0.014698412269353867,0,649,
0.014403857290744781,0,699,
,0,703,0.013702541589736938
0.01308050099760294,1,749,
0.01365869864821434,1,799,
0.011740537360310555,1,849,
0.01243238802999258,1,899,
0.00954494159668684,1,949,
0.011137112975120544,1,999,
0.012520499527454376,1,1049,
0.01063701044768095,1,1099,
0.009845328517258167,1,1149,
0.010085453279316425,1,1199,
0.011272330768406391,1,1249,
0.010660471394658089,1,1299,
0.009982103481888771,1,1349,
0.011656897142529488,1,1399,
,1,1407,0.009502521716058254
0.009933519177138805,2,1449,
0.009514213539659977,2,1499,
0.0090476730838418,2,1549,
0.008613337762653828,2,1599,
0.009165014140307903,2,1649,
0.010195411741733551,2,1699,
0.007307212799787521,2,1749,
0.00787558313459158,2,1799,
0.008964778855443,2,1849,
0.008484854362905025,2,1899,
0.00813082605600357,2,1949,
0.007209851872175932,2,1999,
0.009180637076497078,2,2049,
0.007427023723721504,2,2099,
,2,2111,0.008045272901654243
0.008723664097487926,3,2149,
0.007187613286077976,3,2199,
0.008211979642510414,3,2249,
0.007484821602702141,3,2299,
0.008210337720811367,3,2349,
0.007570159621536732,3,2399,
0.007287328131496906,3,2449,
0.007161448244005442,3,2499,
0.006629098206758499,3,2549,
0.007799987681210041,3,2599,
0.006992009002715349,3,2649,
0.006812501233071089,3,2699,
0.007356918416917324,3,2749,
0.008701283484697342,3,2799,
,3,2815,0.007134981919080019
0.006316663697361946,4,2849,
0.006837989669293165,4,2899,
0.007537159137427807,4,2949,
0.005754729732871056,4,2999,
0.006504694931209087,4,3049,
0.006611172575503588,4,3099,
0.006234475411474705,4,3149,
0.007050150539726019,4,3199,
0.006904761306941509,4,3249,
0.0068083256483078,4,3299,
0.006427342537790537,4,3349,
0.005581093952059746,4,3399,
0.005338944960385561,4,3449,
0.006917791441082954,4,3499,
,4,3519,0.006442870479077101
0.006234133616089821,5,3549,
0.006712836679071188,5,3599,
0.005921394098550081,5,3649,
0.006920166779309511,5,3699,
0.006295852363109589,5,3749,
0.006434397306293249,5,3799,
0.0061521632596850395,5,3849,
0.005706122610718012,5,3899,
0.005857150070369244,5,3949,
0.005984573159366846,5,3999,
0.006330232135951519,5,4049,
0.005088842008262873,5,4099,
0.005953441374003887,5,4149,
0.006450049113482237,5,4199,
,5,4223,0.005940520670264959
0.004749020095914602,6,4249,
0.0063485996797680855,6,4299,
0.006131933070719242,6,4349,
0.00518895173445344,6,4399,
0.004929826594889164,6,4449,
0.00558800483122468,6,4499,
0.005534318741410971,6,4549,
0.005990577861666679,6,4599,
0.004478393588215113,6,4649,
0.005464371293783188,6,4699,
0.004584827926009893,6,4749,
0.005373581312596798,6,4799,
0.006396702025085688,6,4849,
0.005769737530499697,6,4899,
,6,4927,0.005680545698851347
0.005227535031735897,7,4949,
0.005550452508032322,7,4999,
0.005736214574426413,7,5049,
0.00489449966698885,7,5099,
0.006167128216475248,7,5149,
0.005071739200502634,7,5199,
0.005029438529163599,7,5249,
0.005409521516412497,7,5299,
0.004936058074235916,7,5349,
0.0048323730006814,7,5399,
0.005420011933892965,7,5449,
0.006237386260181665,7,5499,
0.0059432960115373135,7,5549,
0.006469926331192255,7,5599,
,7,5631,0.005444944836199284
0.00427588913589716,8,5649,
0.004830182064324617,8,5699,
0.00489890668541193,8,5749,
0.0048742895014584064,8,5799,
0.006783253978937864,8,5849,
0.005133486352860928,8,5899,
0.005200471729040146,8,5949,
0.005386296659708023,8,5999,
0.006630828138440847,8,6049,
0.0055466582998633385,8,6099,
0.004776487592607737,8,6149,
0.004773442633450031,8,6199,
0.0048730759881436825,8,6249,
0.005314272362738848,8,6299,
,8,6335,0.005256569012999535
0.005204371642321348,9,6349,
0.005314929876476526,9,6399,
0.005029207561165094,9,6449,
0.00537858996540308,9,6499,
0.0053167506121098995,9,6549,
0.005232586059719324,9,6599,
0.00498200673609972,9,6649,
0.004931862000375986,9,6699,
0.004831713158637285,9,6749,
0.00484780827537179,9,6799,
0.005249734967947006,9,6849,
0.005668151658028364,9,6899,
0.005201754625886679,9,6949,
0.004741410259157419,9,6999,
,9,7039,0.005097352433949709
0.005299032665789127,10,7049,
0.004743234254419804,10,7099,
0.004717995412647724,10,7149,
0.005482786800712347,10,7199,
0.0046134283766150475,10,7249,
0.005589439999312162,10,7299,
0.005130952689796686,10,7349,
0.0042830160818994045,10,7399,
0.005109491292387247,10,7449,
0.0050283391028642654,10,7499,
0.005903199315071106,10,7549,
