train_loss,epoch,step,val_loss,test_loss
0.15345807373523712,0,49,,
0.07101651281118393,0,99,,
0.03186621144413948,0,149,,
0.018603578209877014,0,199,,
0.012518811970949173,0,249,,
0.009318718686699867,0,299,,
0.007547343149781227,0,349,,
0.006298957858234644,0,399,,
0.005217699334025383,0,449,,
0.005460029933601618,0,499,,
0.004269876051694155,0,549,,
0.003782582236453891,0,599,,
0.0037542690988630056,0,649,,
0.0033794555347412825,0,699,,
,0,703,0.0033078871201723814,
0.0033954442478716373,1,749,,
0.00297255115583539,1,799,,
0.002730628242716193,1,849,,
0.0028176987543702126,1,899,,
0.002627468900755048,1,949,,
0.002627644455060363,1,999,,
0.0024291900917887688,1,1049,,
0.0025425488129258156,1,1099,,
0.0021757965441793203,1,1149,,
0.0022795344702899456,1,1199,,
0.0021700214128941298,1,1249,,
0.002130405278876424,1,1299,,
0.0023099780082702637,1,1349,,
0.0020819096826016903,1,1399,,
,1,1407,0.002022381406277418,
0.001919845468364656,2,1449,,
0.0019035582663491368,2,1499,,
0.0017154994420707226,2,1549,,
0.0017850118456408381,2,1599,,
0.0017658672295510769,2,1649,,
0.001990383956581354,2,1699,,
0.0019599981606006622,2,1749,,
0.0016815593698993325,2,1799,,
0.0018765947315841913,2,1849,,
0.0017995528178289533,2,1899,,
0.0017243872862309217,2,1949,,
0.0015880176797509193,2,1999,,
0.0015895669348537922,2,2049,,
0.0015318001387640834,2,2099,,
,2,2111,0.0015802404377609491,
0.0016882866621017456,3,2149,,
0.001508294022642076,3,2199,,
0.0015789509052410722,3,2249,,
0.001491414150223136,3,2299,,
0.0014951002085581422,3,2349,,
0.0014912657206878066,3,2399,,
0.0013890491100028157,3,2449,,
0.0013625487918034196,3,2499,,
0.0013556084595620632,3,2549,,
0.0015635094605386257,3,2599,,
0.0014041237300261855,3,2649,,
0.0014571294886991382,3,2699,,
0.0013542340602725744,3,2749,,
0.0013617329532280564,3,2799,,
,3,2815,0.0013293856754899025,
0.0012314986670389771,4,2849,,
0.001284799654968083,4,2899,,
0.001273991772904992,4,2949,,
0.0013786486815661192,4,2999,,
0.0012556926812976599,4,3049,,
0.0012879527639597654,4,3099,,
0.001221970422193408,4,3149,,
0.0011281062616035342,4,3199,,
0.001262915087863803,4,3249,,
0.0012568292440846562,4,3299,,
0.001242038095369935,4,3349,,
0.0012800194090232253,4,3399,,
0.0012369180331006646,4,3449,,
0.0011859177611768246,4,3499,,
,4,3519,0.0011475702049210668,
0.001040523056872189,5,3549,,
0.000964605831541121,5,3599,,
0.001100926543585956,5,3649,,
0.0010863959323614836,5,3699,,
0.0011436715722084045,5,3749,,
0.0010452865390107036,5,3799,,
0.0010122270323336124,5,3849,,
0.0010556085035204887,5,3899,,
0.0010806000791490078,5,3949,,
0.0009915641276165843,5,3999,,
0.0010146495187655091,5,4049,,
0.0010368070797994733,5,4099,,
0.0010307143675163388,5,4149,,
0.001065071439370513,5,4199,,
,5,4223,0.0010153313633054495,
0.0009929351508617401,6,4249,,
0.001120006199926138,6,4299,,
0.000922562088817358,6,4349,,
0.0009250856819562614,6,4399,,
0.0009760792599990964,6,4449,,
0.001017427770420909,6,4499,,
0.0010034969309344888,6,4549,,
0.000972541281953454,6,4599,,
0.000989382853731513,6,4649,,
0.0009403331787325442,6,4699,,
0.0009501298191025853,6,4749,,
0.0008711759001016617,6,4799,,
0.0009490356897003949,6,4849,,
0.0009724903502501547,6,4899,,
,6,4927,0.0009232017328031361,
0.0009598780306987464,7,4949,,
0.0008627721690572798,7,4999,,
0.0008995106327347457,7,5049,,
0.0008971909992396832,7,5099,,
0.000927310436964035,7,5149,,
0.000833801575936377,7,5199,,
0.0008893210324458778,7,5249,,
0.000972688605543226,7,5299,,
0.0008664439083077013,7,5349,,
0.0009129085228778422,7,5399,,
0.0008460432291030884,7,5449,,
0.0008701951010152698,7,5499,,
0.0008898055530153215,7,5549,,
0.0007862331694923341,7,5599,,
,7,5631,0.0008526212186552584,
0.0008358404156751931,8,5649,,
0.0008719341130927205,8,5699,,
0.0008916403166949749,8,5749,,
0.0008711870759725571,8,5799,,
0.000814767787232995,8,5849,,
0.0008411522139795125,8,5899,,
0.0008312156423926353,8,5949,,
0.0008474893984384835,8,5999,,
0.0008751467103138566,8,6049,,
0.0008045783033594489,8,6099,,
0.0007500358042307198,8,6149,,
0.0008715605363249779,8,6199,,
0.0008159182616509497,8,6249,,
0.000843853980768472,8,6299,,
,8,6335,0.0007986699929460883,
0.0008563511073589325,9,6349,,
0.0008441001991741359,9,6399,,
0.0006881210138089955,9,6449,,
0.0008444900158792734,9,6499,,
0.0008189216023311019,9,6549,,
0.0007294849492609501,9,6599,,
0.0007497794576920569,9,6649,,
0.0007716179243288934,9,6699,,
0.000766904791817069,9,6749,,
0.0006817652028985322,9,6799,,
0.0008407247951254249,9,6849,,
0.000742365256883204,9,6899,,
0.0007440397748723626,9,6949,,
0.0006910291849635541,9,6999,,
,9,7039,0.0007523357635363936,
,10,7040,,0.0007599703385494649
